dynamic_accuracy steamvr; 20211013-223916; x y z w i j k;  frequency = 150
3.463764786720275879e-01 -5.496609210968017578e-01 -1.523711681365966797e+00 9.997889921965097404e-01 -8.946644163144817224e-03 -1.557747587194178995e-02 -9.963595709758112096e-03 3.329955637454986572e-01 -5.450405478477478027e-01 -1.247464776039123535e+00 5.027163154778808984e-03 -1.329467531973731013e-02 9.974807059235480944e-01 -2.034837656967109290e-02
3.422658443450927734e-01 -5.496398210525512695e-01 -1.523606061935424805e+00 9.997834328748711474e-01 -9.191791930584483974e-03 -1.580630853251706672e-02 -9.938086359366913453e-03 3.295890390872955322e-01 -5.453525185585021973e-01 -1.246770262718200684e+00 4.975020476639363531e-03 -1.355869047646419447e-02 9.977037964794324143e-01 -1.956415196054114500e-02
3.391003608703613281e-01 -5.496835112571716309e-01 -1.524294495582580566e+00 9.997891114309516158e-01 -9.182609905540596931e-03 -1.551856614854805853e-02 -9.827699403317667962e-03 3.267075419425964355e-01 -5.455151200294494629e-01 -1.246964573860168457e+00 4.922325476966785476e-03 -1.362683446733171065e-02 9.975837285141661015e-01 -1.984246236580089473e-02
3.381548225879669189e-01 -5.497983098030090332e-01 -1.524003267288208008e+00 9.997922785906075971e-01 -8.644548312609539112e-03 -1.561677656397679470e-02 -9.838090538511938890e-03 3.239984512329101562e-01 -5.456712245941162109e-01 -1.246867775917053223e+00 4.929887818923015322e-03 -1.353319948207342381e-02 9.979178442718437125e-01 -1.958400580856770393e-02
3.361423909664154053e-01 -5.501461625099182129e-01 -1.524641036987304688e+00 9.997955277133818708e-01 -8.325005191008151909e-03 -1.567153743750766479e-02 -9.695588304415697287e-03 3.216741085052490234e-01 -5.458186864852905273e-01 -1.247608900070190430e+00 4.815205791825200379e-03 -1.351317412666497644e-02 9.978552258265316333e-01 -1.971079811406659804e-02
3.325310945510864258e-01 -5.501592755317687988e-01 -1.525120496749877930e+00 9.997959971958453318e-01 -8.236471720980466718e-03 -1.577760188467305577e-02 -9.549807152089985138e-03 3.188883066177368164e-01 -5.459693670272827148e-01 -1.248630881309509277e+00 4.833737762017414723e-03 -1.361742999864894860e-02 9.975348378002402150e-01 -1.991999747322773656e-02
3.294143676757812500e-01 -5.508711934089660645e-01 -1.526643157005310059e+00 9.997952370812700496e-01 -8.494668788462998374e-03 -1.573820341462565942e-02 -9.468116037319847245e-03 3.154121041297912598e-01 -5.461935997009277344e-01 -1.248683452606201172e+00 5.190500885124340810e-03 -1.410001144412769726e-02 9.977676633456871169e-01 -1.948833199275623942e-02
3.251435756683349609e-01 -5.500843524932861328e-01 -1.526743769645690918e+00 9.997968914475470203e-01 -8.507342854169397742e-03 -1.565174984729578514e-02 -9.424150247705863695e-03 3.122117519378662109e-01 -5.464296936988830566e-01 -1.249230027198791504e+00 5.382179610607568804e-03 -1.430696991977380497e-02 9.979065663924019391e-01 -1.929306513195414019e-02
3.201573491096496582e-01 -5.494244098663330078e-01 -1.524469375610351562e+00 9.998084197707803877e-01 -8.438339299903631005e-03 -1.508004784773150225e-02 -9.193216558059269516e-03 3.087146282196044922e-01 -5.464987754821777344e-01 -1.248359560966491699e+00 5.391861041347113630e-03 -1.429768995254192092e-02 9.982192298862269109e-01 -1.941854157647893500e-02
3.167535662651062012e-01 -5.493319034576416016e-01 -1.523979783058166504e+00 9.998112962418287397e-01 -8.118213066055510879e-03 -1.514239994782412037e-02 -9.065298179832308179e-03 3.051792085170745850e-01 -5.465102195739746094e-01 -1.246994853019714355e+00 5.600619993630108137e-03 -1.441843698894554153e-02 9.981138768947787065e-01 -1.948393836204412657e-02
3.146356046199798584e-01 -5.496217608451843262e-01 -1.523687720298767090e+00 9.998102529631303081e-01 -8.022141573713271329e-03 -1.527194259254584588e-02 -9.048866676193702621e-03 3.015150427818298340e-01 -5.465669631958007812e-01 -1.247692942619323730e+00 5.733407502840516881e-03 -1.465140969327136458e-02 9.981450113880460107e-01 -1.925189418419661486e-02
3.125109374523162842e-01 -5.493034124374389648e-01 -1.523175358772277832e+00 9.998144782351351401e-01 -7.800201950183994516e-03 -1.506448572770667516e-02 -9.123288450454028475e-03 2.986586391925811768e-01 -5.466809868812561035e-01 -1.247077226638793945e+00 5.603279989027588198e-03 -1.461004729222573767e-02 9.980672530473523318e-01 -1.916562096270695015e-02
3.107255995273590088e-01 -5.499509572982788086e-01 -1.523695945739746094e+00 9.998147092459644947e-01 -7.604211234979935292e-03 -1.520637318058134201e-02 -9.027416393629184715e-03 2.954386174678802490e-01 -5.468256473541259766e-01 -1.246682882308959961e+00 5.842821261608554910e-03 -1.476198610541497661e-02 9.984335658969092364e-01 -1.905045687781096661e-02
3.068949282169342041e-01 -5.504123568534851074e-01 -1.525075674057006836e+00 9.998170566110425872e-01 -7.685397447196157771e-03 -1.516729814238864174e-02 -8.760664045812683112e-03 2.928997278213500977e-01 -5.469758510589599609e-01 -1.245593309402465820e+00 5.863188456309974261e-03 -1.473230935592321003e-02 9.982159356461163258e-01 -1.923072442643411484e-02
3.025380969047546387e-01 -5.503091812133789062e-01 -1.523847341537475586e+00 9.998233907432769740e-01 -7.399285581744487889e-03 -1.498761879587546565e-02 -8.591478434990246563e-03 2.891490161418914795e-01 -5.464999079704284668e-01 -1.248352050781250000e+00 5.796733432902229782e-03 -1.481508822934535230e-02 9.981601429184038254e-01 -1.925244911302957315e-02
2.996047139167785645e-01 -5.503779053688049316e-01 -1.523768067359924316e+00 9.998237707899348958e-01 -7.459796338832261169e-03 -1.500079317036016185e-02 -8.470244965830597828e-03 2.854322791099548340e-01 -5.466787815093994141e-01 -1.246800780296325684e+00 6.060640423489457862e-03 -1.508875111112711193e-02 9.983322708125836886e-01 -1.925375106138721079e-02
2.959173619747161865e-01 -5.506083369255065918e-01 -1.524103760719299316e+00 9.998241061251014195e-01 -7.460977523225006437e-03 -1.502923526862503037e-02 -8.379225655632177583e-03 2.821463942527770996e-01 -5.465861558914184570e-01 -1.247770905494689941e+00 6.107176636400873590e-03 -1.508265844045216485e-02 9.983717604857531569e-01 -1.916003147570407086e-02
2.924153804779052734e-01 -5.506270527839660645e-01 -1.523360729217529297e+00 9.998218929109241593e-01 -7.581015397979317880e-03 -1.519199910905946228e-02 -8.240253082003967319e-03 2.787130475044250488e-01 -5.467373132705688477e-01 -1.245640397071838379e+00 6.219599220145017801e-03 -1.516147101883001148e-02 9.983541988735007422e-01 -1.900230114201760176e-02
2.895288467407226562e-01 -5.505556464195251465e-01 -1.522870182991027832e+00 9.998204099801653033e-01 -7.491290634880093217e-03 -1.532468489352291699e-02 -8.256605033318603279e-03 2.758055627346038818e-01 -5.471172332763671875e-01 -1.246107101440429688e+00 6.094964713290980558e-03 -1.514924505038627543e-02 9.986047991238671262e-01 -1.887493892127018250e-02
2.867342829704284668e-01 -5.508510470390319824e-01 -1.523219108581542969e+00 9.998200522879947538e-01 -7.679951749919268142e-03 -1.531459907701101901e-02 -8.144700152483868791e-03 2.720402777194976807e-01 -5.471217036247253418e-01 -1.246722936630249023e+00 6.064327318542100248e-03 -1.516327547922337836e-02 9.981227312790222905e-01 -1.904915661123995907e-02
2.842026352882385254e-01 -5.510824918746948242e-01 -1.523336172103881836e+00 9.998212744023825538e-01 -7.749108917920771722e-03 -1.528406570750260110e-02 -7.985838710860483636e-03 2.693441510200500488e-01 -5.471896529197692871e-01 -1.246967434883117676e+00 5.956480907595630703e-03 -1.513417715691441415e-02 9.983136504047971371e-01 -1.903600362292262940e-02
2.809719443321228027e-01 -5.510490536689758301e-01 -1.523473143577575684e+00 9.998168032449185061e-01 -7.766839381350930209e-03 -1.559766629228899470e-02 -7.921229026670681406e-03 2.663334906101226807e-01 -5.473426580429077148e-01 -1.246240973472595215e+00 5.287208942311453531e-03 -1.513079560686339357e-02 9.977780681294459164e-01 -1.889275327547166108e-02
2.780797481536865234e-01 -5.512503981590270996e-01 -1.523661017417907715e+00 9.998173248809862912e-01 -7.823789822326317547e-03 -1.553465850633991771e-02 -7.923792087895075581e-03 2.629351913928985596e-01 -5.475794076919555664e-01 -1.246506571769714355e+00 5.170365865368010440e-03 -1.513715391102515677e-02 9.978489546929756315e-01 -1.901763021529017522e-02
2.741438150405883789e-01 -5.514286756515502930e-01 -1.524155259132385254e+00 9.998193443551965931e-01 -7.947639714418083118e-03 -1.540443498093517841e-02 -7.797909545867807990e-03 2.586383819580078125e-01 -5.476685166358947754e-01 -1.246663570404052734e+00 5.046393214988864097e-03 -1.513013659100468332e-02 9.975275634785147894e-01 -1.899198201304423336e-02
2.707655131816864014e-01 -5.514901280403137207e-01 -1.524452924728393555e+00 9.998189195952770225e-01 -7.739990171216766003e-03 -1.552827909520761857e-02 -7.815700149860580620e-03 2.550402879714965820e-01 -5.476002097129821777e-01 -1.246692180633544922e+00 5.125499700980716555e-03 -1.500727705981988805e-02 9.978129412385647878e-01 -1.885948765293679261e-02
2.673293054103851318e-01 -5.513113141059875488e-01 -1.524365067481994629e+00 9.998158493954050208e-01 -7.793112130525972452e-03 -1.576342611153924711e-02 -7.684539040073692408e-03 2.527227699756622314e-01 -5.478947758674621582e-01 -1.245294928550720215e+00 4.955513459517685119e-03 -1.514299518358000300e-02 9.976295906373794375e-01 -1.905358089602099056e-02
2.637041807174682617e-01 -5.513041019439697266e-01 -1.524268388748168945e+00 9.998180179113410615e-01 -7.754124626287129188e-03 -1.567795313889826583e-02 -7.616895581552085397e-03 2.497658729553222656e-01 -5.477907657623291016e-01 -1.244963407516479492e+00 5.083169632240481552e-03 -1.518300116256259165e-02 9.976906732689794222e-01 -1.871972856293579318e-02
2.599775493144989014e-01 -5.512051582336425781e-01 -1.523986935615539551e+00 9.998226902647444625e-01 -7.858528657838771345e-03 -1.534312274172874510e-02 -7.577452699106008473e-03 2.470205277204513550e-01 -5.479798913002014160e-01 -1.244059562683105469e+00 5.022714993027583945e-03 -1.521295967228839842e-02 9.978499082427797484e-01 -1.887968253802674995e-02
2.570103704929351807e-01 -5.512362122535705566e-01 -1.523543477058410645e+00 9.998256561172984558e-01 -7.441221269772003814e-03 -1.532253053281245128e-02 -7.649289629846706129e-03 2.444007247686386108e-01 -5.479177832603454590e-01 -1.244091153144836426e+00 4.975020476639363531e-03 -1.532248649282843579e-02 9.979490281480205560e-01 -1.861748283989224373e-02
2.542142271995544434e-01 -5.511667728424072266e-01 -1.524105191230773926e+00 9.998194784898705167e-01 -7.900469354904822786e-03 -1.548606736452291452e-02 -7.666869877081606763e-03 2.406606227159500122e-01 -5.476898550987243652e-01 -1.244597792625427246e+00 5.194805378650686582e-03 -1.539617256721989569e-02 9.978492629776976042e-01 -1.858573573989985225e-02
2.503655850887298584e-01 -5.510022640228271484e-01 -1.524334907531738281e+00 9.998200597399162781e-01 -7.467418001243072458e-03 -1.566164007020730622e-02 -7.667188647006074713e-03 2.366354465484619141e-01 -5.477548241615295410e-01 -1.244590640068054199e+00 4.969026473888579071e-03 -1.525175502839028197e-02 9.975232556317641386e-01 -1.863872234166881470e-02
2.475942671298980713e-01 -5.512127876281738281e-01 -1.525513172149658203e+00 9.998202982013757456e-01 -7.530815290232015236e-03 -1.564075978174208140e-02 -7.616962043796095781e-03 2.334095686674118042e-01 -5.480387806892395020e-01 -1.245429873466491699e+00 5.194805378650686582e-03 -1.513800995867292665e-02 9.978942621546040836e-01 -1.869007646085425051e-02
2.438096106052398682e-01 -5.508430600166320801e-01 -1.524537086486816406e+00 9.998201417110493816e-01 -7.366501846265347854e-03 -1.569203051402012772e-02 -7.692890857905617177e-03 2.297487705945968628e-01 -5.481883287429809570e-01 -1.245497107505798340e+00 5.233386501520023888e-03 -1.511343224342325334e-02 9.979579830846082578e-01 -1.847710386197877128e-02
2.412327527999877930e-01 -5.510885715484619141e-01 -1.524259567260742188e+00 9.998263416900037281e-01 -7.103882841545767698e-03 -1.543867519132082963e-02 -7.646469439132479867e-03 2.265612483024597168e-01 -5.483077764511108398e-01 -1.246042847633361816e+00 5.072899110151403261e-03 -1.507549881764594195e-02 9.977236129882965932e-01 -1.859331715505062321e-02
2.388132363557815552e-01 -5.512264966964721680e-01 -1.524915099143981934e+00 9.998188227201824096e-01 -7.114229477281929816e-03 -1.590711579890427552e-02 -7.659017543370488096e-03 2.237213104963302612e-01 -5.482841134071350098e-01 -1.246038675308227539e+00 5.553863850623693907e-03 -1.509688431786837537e-02 9.981089862918921529e-01 -1.839415560092434385e-02
2.358620613813400269e-01 -5.514300465583801270e-01 -1.525213479995727539e+00 9.998234950698249301e-01 -7.195331076501927312e-03 -1.564186202086605484e-02 -7.518897053623432164e-03 2.207069396972656250e-01 -5.486011505126953125e-01 -1.245499730110168457e+00 5.732107852477488080e-03 -1.524500226184701684e-02 9.982958529654814006e-01 -1.843730541052835542e-02
2.324847728013992310e-01 -5.514999628067016602e-01 -1.524803161621093750e+00 9.998228467546719234e-01 -7.349290381052485215e-03 -1.563602009273067431e-02 -7.468236688942471273e-03 2.174644768238067627e-01 -5.488908290863037109e-01 -1.244481444358825684e+00 5.584633414891539832e-03 -1.515428833247802441e-02 9.982440091339073174e-01 -1.817749147574908297e-02
2.298279553651809692e-01 -5.515942573547363281e-01 -1.525567889213562012e+00 9.998270198103693662e-01 -6.766640869196297384e-03 -1.562033524698791011e-02 -7.493613133403480633e-03 2.139919251203536987e-01 -5.491108894348144531e-01 -1.244119048118591309e+00 5.495876066645716956e-03 -1.511891239485891290e-02 9.982463182965530812e-01 -1.805037391671708569e-02
2.257915884256362915e-01 -5.518009066581726074e-01 -1.525942683219909668e+00 9.998258424142757450e-01 -7.143387166249648770e-03 -1.558273749084447546e-02 -7.377827685205879012e-03 2.099016606807708740e-01 -5.488904118537902832e-01 -1.245735049247741699e+00 5.564585605489004785e-03 -1.535666964123085822e-02 9.979259922087460044e-01 -1.796590597392977440e-02
2.217795252799987793e-01 -5.519255399703979492e-01 -1.525325179100036621e+00 9.998304774718955734e-01 -7.089634406903582917e-03 -1.542438110218501135e-02 -7.129413746608056872e-03 2.065142542123794556e-01 -5.487241148948669434e-01 -1.245013356208801270e+00 5.400145595848306751e-03 -1.561406430971264310e-02 9.983269962021478205e-01 -1.755745791749294127e-02
2.190574556589126587e-01 -5.519557595252990723e-01 -1.524884700775146484e+00 9.998352689960113837e-01 -6.991570730715765576e-03 -1.516502803978869024e-02 -7.111035324400383217e-03 2.043841928243637085e-01 -5.487972497940063477e-01 -1.245561122894287109e+00 5.429041981918234124e-03 -1.563800136096012844e-02 9.978993185541982225e-01 -1.741022812774467229e-02
2.154494822025299072e-01 -5.521438121795654297e-01 -1.525337457656860352e+00 9.998366997421507252e-01 -6.625781096338787500e-03 -1.520628231090412862e-02 -7.171980386279914847e-03 2.013927251100540161e-01 -5.490959286689758301e-01 -1.245770812034606934e+00 5.247603823292157528e-03 -1.556160869986898850e-02 9.978819684113182653e-01 -1.751641566387235338e-02
2.147025316953659058e-01 -5.520604848861694336e-01 -1.523314356803894043e+00 9.998390396038207006e-01 -6.698228096733802039e-03 -1.503998447130744549e-02 -7.128746305199301636e-03 1.986886262893676758e-01 -5.492588877677917480e-01 -1.245769143104553223e+00 5.397385490584508116e-03 -1.553180499245470844e-02 9.979401690141102010e-01 -1.747196491752287320e-02
2.124145627021789551e-01 -5.526915192604064941e-01 -1.525499820709228516e+00 9.998468937491323816e-01 -6.187741638715113859e-03 -1.469618175373777619e-02 -7.206182621246521453e-03 1.954705864191055298e-01 -5.493490099906921387e-01 -1.245777130126953125e+00 5.412548651707852279e-03 -1.540656094788332015e-02 9.978676368849834777e-01 -1.733380062150532627e-02
2.064095735549926758e-01 -5.519651770591735840e-01 -1.524340987205505371e+00 9.998380559683717195e-01 -6.780976073208553126e-03 -1.517293449686871708e-02 -6.903668820772521954e-03 1.921572536230087280e-01 -5.495388507843017578e-01 -1.245800614356994629e+00 5.424923350412346607e-03 -1.536231854467243196e-02 9.980874839027508161e-01 -1.747932621225502248e-02
2.033666074275970459e-01 -5.523438453674316406e-01 -1.524984598159790039e+00 9.998433169164135936e-01 -6.241625476133516939e-03 -1.506744269660533105e-02 -6.881387164043907025e-03 1.888046562671661377e-01 -5.498180985450744629e-01 -1.246554970741271973e+00 5.645669472581629940e-03 -1.550348610250603873e-02 9.980471042703413787e-01 -1.725035429090900768e-02
2.002717107534408569e-01 -5.523046255111694336e-01 -1.524854898452758789e+00 9.998429070701807531e-01 -6.619670510115980948e-03 -1.494751200564627645e-02 -6.849604307125578898e-03 1.858384460210800171e-01 -5.499418973922729492e-01 -1.246920466423034668e+00 5.707358265410624951e-03 -1.557170851993766245e-02 9.980693404906635369e-01 -1.755352079502377899e-02
1.970969289541244507e-01 -5.523850917816162109e-01 -1.525472640991210938e+00 9.998444272262728694e-01 -6.469535598097410356e-03 -1.489469556541067781e-02 -6.886034764009195397e-03 1.829258948564529419e-01 -5.497407913208007812e-01 -1.245587110519409180e+00 5.482302630099028171e-03 -1.563166339594144333e-02 9.981459726760820717e-01 -1.740128246193492489e-02
1.943273395299911499e-01 -5.525079965591430664e-01 -1.525836944580078125e+00 9.998436000828034853e-01 -6.312490511969377945e-03 -1.501705717430465957e-02 -6.885912616620673034e-03 1.801874190568923950e-01 -5.497111678123474121e-01 -1.245660066604614258e+00 5.257533073085456088e-03 -1.558624730574943197e-02 9.979739275016852318e-01 -1.719069831011168017e-02
1.906286180019378662e-01 -5.522816181182861328e-01 -1.525335907936096191e+00 9.998261032299856632e-01 -6.422835423927632584e-03 -1.613885299342119120e-02 -6.785973746900335682e-03 1.766985654830932617e-01 -5.499756336212158203e-01 -1.244889616966247559e+00 5.041962018570161561e-03 -1.545523168434144272e-02 9.981048783201010854e-01 -1.733506929655526801e-02
1.875790506601333618e-01 -5.523638129234313965e-01 -1.524983882904052734e+00 9.998273924037811566e-01 -6.555105463596748970e-03 -1.601030611062093795e-02 -6.773890876962859395e-03 1.733425110578536987e-01 -5.500994920730590820e-01 -1.244400620460510254e+00 5.153044658009139217e-03 -1.532936804864685511e-02 9.980647942042972787e-01 -1.717419490564139201e-02
1.856237053871154785e-01 -5.528382062911987305e-01 -1.524363279342651367e+00 9.998307606419218896e-01 -6.420395300010441585e-03 -1.589493212957364052e-02 -6.675922213518785051e-03 1.702712178230285645e-01 -5.503217577934265137e-01 -1.244406461715698242e+00 5.337698024676622820e-03 -1.525113907684881240e-02 9.982319725051095327e-01 -1.698721698432568289e-02
1.826328337192535400e-01 -5.526021718978881836e-01 -1.524955272674560547e+00 9.998308426121776948e-01 -6.450040759229082148e-03 -1.587409082123884124e-02 -6.685286767540413524e-03 1.667017787694931030e-01 -5.500108599662780762e-01 -1.245089292526245117e+00 5.378025090798508288e-03 -1.531393337292290269e-02 9.982349509869445914e-01 -1.712037556556408532e-02
1.788939982652664185e-01 -5.529278516769409180e-01 -1.525847077369689941e+00 9.998279065824612344e-01 -6.144036836073360139e-03 -1.616765607385331482e-02 -6.709463941784933605e-03 1.628770530223846436e-01 -5.499849319458007812e-01 -1.244845628738403320e+00 5.391861041347113630e-03 -1.533146392526304157e-02 9.979296522646283751e-01 -1.691321583089272496e-02
1.748834699392318726e-01 -5.527356863021850586e-01 -1.525129795074462891e+00 9.998222804100564964e-01 -6.516460332330815605e-03 -1.642153378433807917e-02 -6.578846050437995967e-03 1.595235913991928101e-01 -5.499601960182189941e-01 -1.244724869728088379e+00 5.347459988723025047e-03 -1.544169635813410352e-02 9.978861663331106691e-01 -1.707411371334192560e-02
1.716562360525131226e-01 -5.528608560562133789e-01 -1.525496125221252441e+00 9.998217885842090036e-01 -6.573609197674085657e-03 -1.644043710808701375e-02 -6.549259853411879342e-03 1.567948907613754272e-01 -5.500172376632690430e-01 -1.244230270385742188e+00 5.233386501520023888e-03 -1.538392828131465717e-02 9.978205105916667650e-01 -1.683739959018179522e-02
1.686363667249679565e-01 -5.530022978782653809e-01 -1.525606513023376465e+00 9.998247320837779784e-01 -6.288736120725444030e-03 -1.633127538805238810e-02 -6.652079169970312976e-03 1.544295996427536011e-01 -5.502342581748962402e-01 -1.243538975715637207e+00 5.206266628939483151e-03 -1.526424998101312720e-02 9.978539665939601955e-01 -1.691920379209179565e-02
1.655269116163253784e-01 -5.530501008033752441e-01 -1.525123476982116699e+00 9.998206037300376714e-01 -6.491168740376822635e-03 -1.651318730534750631e-02 -6.629247414532121740e-03 1.513043045997619629e-01 -5.504275560379028320e-01 -1.243281722068786621e+00 4.958519534079565937e-03 -1.526003168883948748e-02 9.977193986484029775e-01 -1.672936874622980505e-02
1.619996428489685059e-01 -5.530458688735961914e-01 -1.524602413177490234e+00 9.998291808502245415e-01 -6.227727292800019215e-03 -1.610548514712203255e-02 -6.590904318822156903e-03 1.473974436521530151e-01 -5.505411028861999512e-01 -1.243838548660278320e+00 5.585967377269311987e-03 -1.542043107460716947e-02 9.982888055718496245e-01 -1.693504785585129083e-02
1.583643704652786255e-01 -5.528700351715087891e-01 -1.524261236190795898e+00 9.998224741595662657e-01 -6.431651284505175530e-03 -1.645832623862778996e-02 -6.540660057657482311e-03 1.434364914894104004e-01 -5.505289435386657715e-01 -1.244222879409790039e+00 5.689052830923361365e-03 -1.536807126521041490e-02 9.982802920009204994e-01 -1.700495084786472766e-02
1.536252647638320923e-01 -5.528966188430786133e-01 -1.524629235267639160e+00 9.998233609356897977e-01 -6.509989700816835000e-03 -1.641228779450017855e-02 -6.442648072953517831e-03 1.400692760944366455e-01 -5.504567027091979980e-01 -1.244526863098144531e+00 5.627163365046928580e-03 -1.535967341450529891e-02 9.982025507018758015e-01 -1.685426455474224941e-02
1.494142711162567139e-01 -5.528643727302551270e-01 -1.524538278579711914e+00 9.998274892780454337e-01 -6.271264877909049629e-03 -1.626242447741408498e-02 -6.417450697237216638e-03 1.367336362600326538e-01 -5.505280494689941406e-01 -1.244713068008422852e+00 5.529663893020568717e-03 -1.537516712749618236e-02 9.979166252581715968e-01 -1.676617267368456232e-02
1.481408476829528809e-01 -5.527735352516174316e-01 -1.522922754287719727e+00 9.998297248353832378e-01 -6.265181091492262426e-03 -1.608198349757551660e-02 -6.529833525128716197e-03 1.341745704412460327e-01 -5.504605174064636230e-01 -1.244442105293273926e+00 5.711273225239055056e-03 -1.524810806149079490e-02 9.984673814883137100e-01 -1.682741599851798192e-02
1.468225568532943726e-01 -5.533651709556579590e-01 -1.524302124977111816e+00 9.998292926280210047e-01 -6.364992517427206856e-03 -1.595722780596693299e-02 -6.799771327964153692e-03 1.315286606550216675e-01 -5.507422089576721191e-01 -1.243813157081604004e+00 5.424923350412346607e-03 -1.523030063149309436e-02 9.981051234873791200e-01 -1.672369962596262014e-02
1.431717574596405029e-01 -5.535321235656738281e-01 -1.524366855621337891e+00 9.998286443166274351e-01 -6.207833476580755169e-03 -1.603984199354699727e-02 -6.845934405501572992e-03 1.282624751329421997e-01 -5.511583685874938965e-01 -1.244205474853515625e+00 5.361374818358825498e-03 -1.524406455935384611e-02 9.980693254636210376e-01 -1.668429131606111171e-02
1.397918611764907837e-01 -5.535611510276794434e-01 -1.523331761360168457e+00 9.998318411583906329e-01 -6.162707678464320223e-03 -1.592906018538971930e-02 -6.676904229783848198e-03 1.253239810466766357e-01 -5.514008402824401855e-01 -1.244189620018005371e+00 5.292842624189160287e-03 -1.514653899900940404e-02 9.978637725675688630e-01 -1.674090226422808581e-02
1.352637559175491333e-01 -5.536752343177795410e-01 -1.524778246879577637e+00 9.998285697980494602e-01 -6.440342623103252964e-03 -1.599302037031469226e-02 -6.751573899956650297e-03 1.223938018083572388e-01 -5.512189269065856934e-01 -1.245646953582763672e+00 5.325120632614071398e-03 -1.512398620027372714e-02 9.982326711840193711e-01 -1.689319666794069849e-02
1.323323994874954224e-01 -5.536162257194519043e-01 -1.524632692337036133e+00 9.998295385391293699e-01 -6.400630127240592229e-03 -1.596936015182941898e-02 -6.700895936884177125e-03 1.185459196567535400e-01 -5.512884855270385742e-01 -1.245429396629333496e+00 5.501296064083861619e-03 -1.520119022286688278e-02 9.983478132690835061e-01 -1.697502639222528767e-02
