dynamic_accuracy steamvr; 20211012-215022; x y z w i j k;  frequency = 100
4.386425018310546875e-01 -5.406720638275146484e-01 -1.399906039237976074e+00 7.020015887957119505e-01 -7.319447875443457069e-03 -7.114582579424093556e-01 3.110083141554855976e-02 1.704002469778060913e-01 -5.482695102691650391e-01 -1.397093057632446289e+00 7.127374020612236016e-01 -3.758331230517988897e-02 7.002666227519781517e-01 -1.481439811575366305e-02
4.372137486934661865e-01 -5.408368110656738281e-01 -1.400131940841674805e+00 7.018957021435834331e-01 -7.601794902418009502e-03 -7.115342518813631001e-01 3.167911874716441978e-02 1.689180731773376465e-01 -5.482667684555053711e-01 -1.397206068038940430e+00 7.126785191402311703e-01 -3.799688218178283450e-02 7.002993897712741500e-01 -1.504143576538361816e-02
4.358453452587127686e-01 -5.411741137504577637e-01 -1.399460077285766602e+00 7.020698526267176165e-01 -8.062306029137721736e-03 -7.113464410073386812e-01 3.192318619759573761e-02 1.675303131341934204e-01 -5.491678714752197266e-01 -1.397226214408874512e+00 7.125958934075725670e-01 -3.847222542089878683e-02 7.003532170954452907e-01 -1.524058449273508163e-02
4.343371689319610596e-01 -5.412722826004028320e-01 -1.399507641792297363e+00 7.021445193333923918e-01 -8.198413784601938856e-03 -7.112446285943119229e-01 3.250937504320176169e-02 1.659256964921951294e-01 -5.482622981071472168e-01 -1.396356582641601562e+00 7.123256884612522155e-01 -3.871487955939541259e-02 7.006082746030549702e-01 -1.553155870466605380e-02
4.324018061161041260e-01 -5.406005382537841797e-01 -1.399160742759704590e+00 7.020962530621365216e-01 -8.650139992957866369e-03 -7.112608603275621943e-01 3.307434480210694194e-02 1.645157337188720703e-01 -5.484946370124816895e-01 -1.397017240524291992e+00 7.122239562115433298e-01 -3.948399901372807302e-02 7.006636791937697062e-01 -1.576005141394075729e-02
4.306468665599822998e-01 -5.406837463378906250e-01 -1.399831891059875488e+00 7.022092874751371117e-01 -9.244930710948387129e-03 -7.111209044069798368e-01 3.352035352044822891e-02 1.626500636339187622e-01 -5.486317873001098633e-01 -1.397843837738037109e+00 7.121010755132720638e-01 -3.967383577953936813e-02 7.007736002923574681e-01 -1.594749848818915322e-02
4.290314316749572754e-01 -5.406863093376159668e-01 -1.399853110313415527e+00 7.022502131375093493e-01 -9.656948149791007990e-03 -7.110490547199502798e-01 3.406646446116463195e-02 1.607672721147537231e-01 -5.494561195373535156e-01 -1.397656202316284180e+00 7.121810144400715359e-01 -4.004859868230791625e-02 7.006647704269063359e-01 -1.622084040629664936e-02
4.276492297649383545e-01 -5.409412980079650879e-01 -1.399619936943054199e+00 7.021634469331415884e-01 -1.020429335979454281e-02 -7.111078662945250484e-01 3.446540188790155751e-02 1.593059748411178589e-01 -5.497606992721557617e-01 -1.397914409637451172e+00 7.121049719196739236e-01 -4.007235563781053750e-02 7.007356573028350466e-01 -1.643709959966959538e-02
4.258035719394683838e-01 -5.410506725311279297e-01 -1.399724841117858887e+00 7.020964820471689016e-01 -1.064960828173237839e-02 -7.111393130649603656e-01 3.504144544972932762e-02 1.577635705471038818e-01 -5.496961474418640137e-01 -1.397880077362060547e+00 7.119007112614245125e-01 -4.092206765253677409e-02 7.008786294936145689e-01 -1.708288270783387547e-02
4.238893687725067139e-01 -5.404431819915771484e-01 -1.398655414581298828e+00 7.025827041790857486e-01 -1.072726028535913971e-02 -7.106530442610097253e-01 3.513764427493662468e-02 1.564985662698745728e-01 -5.485271811485290527e-01 -1.396201133728027344e+00 7.115413420388098098e-01 -4.112320277772206489e-02 7.012260585608650620e-01 -1.731362887086511371e-02
4.222355186939239502e-01 -5.404022336006164551e-01 -1.398810386657714844e+00 7.025844468044222246e-01 -1.086222806967603038e-02 -7.106334660060884545e-01 3.545543995709601187e-02 1.545536518096923828e-01 -5.487799048423767090e-01 -1.396473765373229980e+00 7.113656211333782009e-01 -4.135874959348954938e-02 7.013839414056245447e-01 -1.757558316011010105e-02
4.206163585186004639e-01 -5.405660271644592285e-01 -1.399972677230834961e+00 7.025152549442752470e-01 -1.151126560439736518e-02 -7.106650228258961643e-01 3.598544861043397741e-02 1.529935598373413086e-01 -5.492765307426452637e-01 -1.396593451499938965e+00 7.113033115954739971e-01 -4.176856638488378459e-02 7.014116749204275525e-01 -1.801530714581712697e-02
4.192132949829101562e-01 -5.408220887184143066e-01 -1.399346828460693359e+00 7.024184181795816162e-01 -1.209606478012826246e-02 -7.107309632212358563e-01 3.637949444133348892e-02 1.509865522384643555e-01 -5.494526028633117676e-01 -1.396495342254638672e+00 7.113189081899456978e-01 -4.241483772849384548e-02 7.013462283138931497e-01 -1.843305346632247849e-02
4.176053404808044434e-01 -5.410609245300292969e-01 -1.399596929550170898e+00 7.027622351695281822e-01 -1.224880762065937330e-02 -7.103689775464384626e-01 3.675652775133622652e-02 1.492814868688583374e-01 -5.497860312461853027e-01 -1.396433711051940918e+00 7.111712882889048570e-01 -4.283783133681834387e-02 7.014595621549367666e-01 -1.883419278596213525e-02
4.158784747123718262e-01 -5.403590798377990723e-01 -1.398676872253417969e+00 7.019702412684291071e-01 -1.157534177278370102e-02 -7.111366953495104060e-01 3.726000408862990138e-02 1.480133533477783203e-01 -5.484878420829772949e-01 -1.394716858863830566e+00 7.110215821166991912e-01 -4.301849719345875872e-02 7.015950578313207009e-01 -1.902633611329123189e-02
4.145263433456420898e-01 -5.404361486434936523e-01 -1.399841904640197754e+00 7.016744172525813950e-01 -1.119610668719368124e-02 -7.114320277186659824e-01 3.730974574276113565e-02 1.463782489299774170e-01 -5.482363104820251465e-01 -1.394217967987060547e+00 7.110101933178052391e-01 -4.270368462442628715e-02 7.016227266827372855e-01 -1.914115785088916361e-02
4.130800366401672363e-01 -5.406016111373901367e-01 -1.400592446327209473e+00 7.014133771653546789e-01 -1.074410273336638862e-02 -7.116743409632131367e-01 3.772788824078190245e-02 1.447380632162094116e-01 -5.494309663772583008e-01 -1.394536137580871582e+00 7.110553860848234375e-01 -4.327396562491934995e-02 7.015442050183394729e-01 -1.905945823565657893e-02
4.117264151573181152e-01 -5.409895181655883789e-01 -1.400122284889221191e+00 7.014088260190546320e-01 -1.102854623865235327e-02 -7.116562057343379655e-01 3.807111807255063318e-02 1.426254659891128540e-01 -5.498775839805603027e-01 -1.395531058311462402e+00 7.108495795137036444e-01 -4.382013068275211753e-02 7.017037784341411122e-01 -1.960647620720439716e-02
4.102897346019744873e-01 -5.410186052322387695e-01 -1.400909662246704102e+00 7.010564189348452713e-01 -1.123362681033283038e-02 -7.119688798940360108e-01 3.865142468602530273e-02 1.412850320339202881e-01 -5.498255491256713867e-01 -1.395541191101074219e+00 7.106970132060921319e-01 -4.464830686539834198e-02 7.017859360357190379e-01 -2.031486731288427786e-02
4.077878594398498535e-01 -5.403271913528442383e-01 -1.400404095649719238e+00 7.008571733735788900e-01 -1.087105495973938150e-02 -7.121639492229390189e-01 3.877454912020069505e-02 1.397545188665390015e-01 -5.484578013420104980e-01 -1.393783211708068848e+00 7.107987111199070007e-01 -4.492736154769255696e-02 7.016627817247089727e-01 -2.039571180295620886e-02
4.061609804630279541e-01 -5.402309894561767578e-01 -1.399896621704101562e+00 7.007983462641499406e-01 -1.094604955688966395e-02 -7.122094841028977497e-01 3.897978636078348186e-02 1.382563114166259766e-01 -5.478268861770629883e-01 -1.392478227615356445e+00 7.110933119008799874e-01 -4.520275893986128168e-02 7.013503992263874220e-01 -2.026195858700683208e-02
4.052115678787231445e-01 -5.408082604408264160e-01 -1.400701045989990234e+00 7.005964166792308934e-01 -1.083773366853478699e-02 -7.123849626462371853e-01 3.943088139916519491e-02 1.367303729057312012e-01 -5.492498874664306641e-01 -1.392858147621154785e+00 7.108078606864366433e-01 -4.552086561058532599e-02 7.016028080885667872e-01 -2.081958811234799894e-02
4.038652777671813965e-01 -5.412780046463012695e-01 -1.399938583374023438e+00 7.007378691742714993e-01 -1.117179941341616203e-02 -7.122259545983624651e-01 3.969557709560699726e-02 1.353334039449691772e-01 -5.491012334823608398e-01 -1.392815709114074707e+00 7.109534139345448089e-01 -4.574257381110678755e-02 7.014403057214508852e-01 -2.083897186499656176e-02
4.020457863807678223e-01 -5.413492918014526367e-01 -1.400915980339050293e+00 7.006582765624245202e-01 -1.125295539580216733e-02 -7.122892518774593951e-01 3.994099389172240527e-02 1.330595314502716064e-01 -5.499309301376342773e-01 -1.395403385162353516e+00 7.111000079006597474e-01 -4.646261271229867179e-02 7.012419114089409877e-01 -2.092131207048780750e-02
4.004321992397308350e-01 -5.411845445632934570e-01 -1.401569604873657227e+00 7.006590486673444085e-01 -1.142192139532232156e-02 -7.122761744281305152e-01 4.011223445616015487e-02 1.314044296741485596e-01 -5.484804511070251465e-01 -1.393453001976013184e+00 7.107918178718652946e-01 -4.706729441061804908e-02 7.014990219444887654e-01 -2.141685424440039828e-02
3.983749747276306152e-01 -5.406144857406616211e-01 -1.400829911231994629e+00 7.006046337071557550e-01 -1.129004209333227607e-02 -7.123178199320615578e-01 4.035977195507801235e-02 1.300294846296310425e-01 -5.489949584007263184e-01 -1.395310401916503906e+00 7.110469947979937144e-01 -4.727004714197533680e-02 7.012220397427212371e-01 -2.157025023363665778e-02
3.969267010688781738e-01 -5.410032868385314941e-01 -1.400567173957824707e+00 7.007962511789640470e-01 -1.179686090130496745e-02 -7.120987483163592202e-01 4.075228913685217946e-02 1.277126967906951904e-01 -5.498161315917968750e-01 -1.393593788146972656e+00 7.110271364599872745e-01 -4.758202427127307399e-02 7.012129547389300832e-01 -2.183341536157924409e-02
3.957527279853820801e-01 -5.413931012153625488e-01 -1.400476574897766113e+00 7.010014172061960203e-01 -1.209614725771327240e-02 -7.118769849980506326e-01 4.100961458569442331e-02 1.271563470363616943e-01 -5.500292778015136719e-01 -1.395351052284240723e+00 7.111118616678626658e-01 -4.798757609962318177e-02 7.010861374038781513e-01 -2.225463927374797188e-02
3.939162492752075195e-01 -5.411942601203918457e-01 -1.399644732475280762e+00 7.009543811100470423e-01 -1.276283547625365819e-02 -7.118736063480505250e-01 4.166504949481943110e-02 1.256541162729263306e-01 -5.501450300216674805e-01 -1.395460128784179688e+00 7.110941158956760599e-01 -4.825729958225941085e-02 7.010760772558155551e-01 -2.255329892352516546e-02
3.928146660327911377e-01 -5.413714647293090820e-01 -1.400722503662109375e+00 7.007597022972630318e-01 -1.277437119234915187e-02 -7.120657589526302456e-01 4.165259585379213481e-02 1.241793334484100342e-01 -5.485716462135314941e-01 -1.393367648124694824e+00 7.109817165927047045e-01 -4.882010019493589897e-02 7.011464395717241782e-01 -2.269818278947348736e-02
3.900981545448303223e-01 -5.406768918037414551e-01 -1.400048851966857910e+00 7.007339966154024768e-01 -1.323780043157408298e-02 -7.120542198798153199e-01 4.213468529699550963e-02 1.222192794084548950e-01 -5.486369132995605469e-01 -1.393204212188720703e+00 7.106440398264479708e-01 -4.925287634998068431e-02 7.014335774384068412e-01 -2.345324234320336071e-02
3.887494504451751709e-01 -5.412273406982421875e-01 -1.399807453155517578e+00 7.008180618850659016e-01 -1.363629747981972250e-02 -7.119415269797372270e-01 4.251219841318085169e-02 1.202080696821212769e-01 -5.494843721389770508e-01 -1.392425775527954102e+00 7.104624601159221786e-01 -4.973007798247930378e-02 7.015681122442321005e-01 -2.391886488421199677e-02
3.872642219066619873e-01 -5.412134528160095215e-01 -1.401460647583007812e+00 7.008994971074756775e-01 -1.359010952956949889e-02 -7.118564702140102174e-01 4.260877714660789989e-02 1.183053404092788696e-01 -5.496233701705932617e-01 -1.392867565155029297e+00 7.105575436335903605e-01 -5.009080000792557469e-02 7.014319120052053824e-01 -2.433275148804121824e-02
3.860293924808502197e-01 -5.413933992385864258e-01 -1.402128338813781738e+00 7.009449292010093702e-01 -1.399501030272534696e-02 -7.117887958446689201e-01 4.285995962391113412e-02 1.174878552556037903e-01 -5.498683452606201172e-01 -1.395393490791320801e+00 7.104216275314034768e-01 -5.038994444319851856e-02 7.015414624805996757e-01 -2.452438794391713361e-02
3.839609324932098389e-01 -5.406337976455688477e-01 -1.400750279426574707e+00 7.009313942691781651e-01 -1.374921724774683975e-02 -7.118026892457034460e-01 4.293007858177182168e-02 1.159718856215476990e-01 -5.484051704406738281e-01 -1.392704963684082031e+00 7.103700678934574686e-01 -5.084604385543495253e-02 7.015416388884853083e-01 -2.506550825848604877e-02
3.826190233230590820e-01 -5.408519506454467773e-01 -1.401238083839416504e+00 7.008274434128572983e-01 -1.387172181920029446e-02 -7.118965950454859692e-01 4.303053827978720741e-02 1.143271103501319885e-01 -5.487909913063049316e-01 -1.393283009529113770e+00 7.105776922988924493e-01 -5.124671732508860600e-02 7.012966220743239720e-01 -2.522105295076018661e-02
3.813792467117309570e-01 -5.414887070655822754e-01 -1.401275873184204102e+00 7.009303135427485953e-01 -1.402992791451861468e-02 -7.117905423043023871e-01 4.305816054660119990e-02 1.121876910328865051e-01 -5.501911044120788574e-01 -1.393610715866088867e+00 7.106908369330796615e-01 -5.140763906230735869e-02 7.011745104264919259e-01 -2.510023884693219839e-02
3.797683715820312500e-01 -5.417191982269287109e-01 -1.402087330818176270e+00 7.011077077468035323e-01 -1.397143581629905693e-02 -7.116058968300464915e-01 4.324070157957396465e-02 1.106562316417694092e-01 -5.503398180007934570e-01 -1.394806385040283203e+00 7.109546839424130127e-01 -5.172537527112429367e-02 7.008849079662494708e-01 -2.506358485804357356e-02
3.781047165393829346e-01 -5.414268970489501953e-01 -1.402410745620727539e+00 7.012528947812525226e-01 -1.421677398323711872e-02 -7.114331946034689880e-01 4.364607797530992844e-02 1.092460528016090393e-01 -5.489020943641662598e-01 -1.393355727195739746e+00 7.106758487028932425e-01 -5.202195717438420214e-02 7.011246761540863570e-01 -2.564532409619583661e-02
3.760865926742553711e-01 -5.408783555030822754e-01 -1.401013493537902832e+00 7.010938347286549410e-01 -1.434271162798472603e-02 -7.115757266944149340e-01 4.383632036835175688e-02 1.081898733973503113e-01 -5.492683053016662598e-01 -1.395260453224182129e+00 7.109085002751142079e-01 -5.233023516456384444e-02 7.008700106731189372e-01 -2.553022689315994839e-02
3.747846484184265137e-01 -5.413997769355773926e-01 -1.402460217475891113e+00 7.013184026067292853e-01 -1.425503384811902148e-02 -7.113436461137463418e-01 4.403888181530581092e-02 1.061262860894203186e-01 -5.502775311470031738e-01 -1.394983410835266113e+00 7.108234745391236453e-01 -5.257528954557825346e-02 7.009323165725883653e-01 -2.568369849112744560e-02
3.735954463481903076e-01 -5.420472621917724609e-01 -1.402992725372314453e+00 7.015507663558538942e-01 -1.448225531725577837e-02 -7.110961867240646050e-01 4.425960105151192925e-02 1.047430485486984253e-01 -5.504987835884094238e-01 -1.396445155143737793e+00 7.109406002535136881e-01 -5.240410180335518947e-02 7.008154353927992242e-01 -2.597907024294996217e-02
3.720773458480834961e-01 -5.422511100769042969e-01 -1.402922034263610840e+00 7.015962642961625084e-01 -1.466367502403355394e-02 -7.110105258147089158e-01 4.485075613775972581e-02 1.030747145414352417e-01 -5.506799817085266113e-01 -1.396842122077941895e+00 7.110005045577078020e-01 -5.256266135817342505e-02 7.007359761073749249e-01 -2.616254980361990348e-02
