dynamic_accuracy steamvr; 20211012-214843; x y z w i j k;  frequency = 100
5.203310251235961914e-01 -5.440031290054321289e-01 -1.443188548088073730e+00 6.924322578734622979e-01 5.555994619667835137e-03 -7.213117446553322099e-01 1.469631188315322599e-02 2.490705549716949463e-01 -5.470594167709350586e-01 -1.444129228591918945e+00 7.190926877734619138e-01 -1.738310280684381148e-02 6.946922155907785390e-01 -2.488111644893026015e-03
5.204182863235473633e-01 -5.440645813941955566e-01 -1.445595264434814453e+00 6.924425954794795057e-01 5.397440220700616513e-03 -7.212945631839072780e-01 1.510599748853877315e-02 2.494830191135406494e-01 -5.465980172157287598e-01 -1.443782091140747070e+00 7.191684155479283191e-01 -1.753376825884207096e-02 6.946096997029801434e-01 -2.577297838738150642e-03
5.209387540817260742e-01 -5.441964268684387207e-01 -1.448105454444885254e+00 6.923766330932858981e-01 5.217227501002481317e-03 -7.213545212124512496e-01 1.532740814721901199e-02 2.497664093971252441e-01 -5.464245080947875977e-01 -1.446290612220764160e+00 7.192796434990366139e-01 -1.774957039127112932e-02 6.944881163817158143e-01 -2.816863097438738247e-03
5.208365917205810547e-01 -5.442856550216674805e-01 -1.449340581893920898e+00 6.922736976418903954e-01 4.922637471423936886e-03 -7.214532353373646067e-01 1.542787800520729544e-02 2.493438720703125000e-01 -5.465214252471923828e-01 -1.446652650833129883e+00 7.193463503932978620e-01 -1.784029653263741536e-02 6.944158844391361551e-01 -3.009976424283869467e-03
5.203633904457092285e-01 -5.441601872444152832e-01 -1.451390147209167480e+00 6.921989313768259766e-01 4.926015152590403588e-03 -7.215203547430723008e-01 1.564204996117171328e-02 2.493856996297836304e-01 -5.466436743736267090e-01 -1.448556780815124512e+00 7.194024265788054873e-01 -1.797738368730731132e-02 6.943542991423007349e-01 -2.998622023813124916e-03
5.202367901802062988e-01 -5.441020727157592773e-01 -1.453015565872192383e+00 6.919602441642225266e-01 4.925713640786927826e-03 -7.217474238664013386e-01 1.572634404133282579e-02 2.489099353551864624e-01 -5.466192960739135742e-01 -1.451136350631713867e+00 7.195861865846502337e-01 -1.808726965333713743e-02 6.941615965648736397e-01 -2.858923336663913954e-03
5.211011171340942383e-01 -5.441929101943969727e-01 -1.453693628311157227e+00 6.920153439023010167e-01 4.753674559961886155e-03 -7.216892246749392337e-01 1.602339380429311511e-02 2.491655200719833374e-01 -5.465992093086242676e-01 -1.453653573989868164e+00 7.195893445414566214e-01 -1.838134036499677187e-02 6.941502049282938236e-01 -2.949776267987634995e-03
5.209479331970214844e-01 -5.441595315933227539e-01 -1.454212427139282227e+00 6.922018039174799853e-01 4.990643559043991991e-03 -7.214981582791947234e-01 1.649510397115674237e-02 2.494325935840606689e-01 -5.468853116035461426e-01 -1.456359624862670898e+00 7.196008813199601395e-01 -1.839242058024231560e-02 6.941379165578668298e-01 -2.962292627001981635e-03
5.196438431739807129e-01 -5.438938736915588379e-01 -1.456273674964904785e+00 6.920103650527861250e-01 4.303153222758668815e-03 -7.216854592674510904e-01 1.652731038132828137e-02 2.497938871383666992e-01 -5.470995306968688965e-01 -1.459205985069274902e+00 7.195496529349532100e-01 -1.850172104713149190e-02 6.941878741868945379e-01 -3.017966787374283359e-03
5.199851393699645996e-01 -5.439439415931701660e-01 -1.457761645317077637e+00 6.918911842959799552e-01 4.174319304989980439e-03 -7.217894629400500861e-01 1.700198066662267360e-02 2.510156929492950439e-01 -5.472666621208190918e-01 -1.461826562881469727e+00 7.196279507373269935e-01 -1.857256084364366719e-02 6.941047863791490746e-01 -3.024201170855622418e-03
5.196176767349243164e-01 -5.438002943992614746e-01 -1.458205223083496094e+00 6.918713290484148626e-01 4.200643475306888031e-03 -7.218038878323514984e-01 1.718952088168111680e-02 2.503370940685272217e-01 -5.467793345451354980e-01 -1.460976123809814453e+00 7.198171034582752092e-01 -1.844337090642632349e-02 6.939115428221899196e-01 -3.139656007545650086e-03
5.198147296905517578e-01 -5.437971353530883789e-01 -1.461449623107910156e+00 6.917607407580877998e-01 4.162987659935396198e-03 -7.219079053640744537e-01 1.728107602877878082e-02 2.492315769195556641e-01 -5.467451810836791992e-01 -1.460657238960266113e+00 7.197607904419035529e-01 -1.874915480332029621e-02 6.939625830709111876e-01 -2.954977854277560274e-03
5.199438929557800293e-01 -5.438225269317626953e-01 -1.463466644287109375e+00 6.915957270712455029e-01 3.689453268777468688e-03 -7.220732782981846842e-01 1.708378402988956421e-02 2.492514699697494507e-01 -5.466589331626892090e-01 -1.461944818496704102e+00 7.197210765872820160e-01 -1.893289962438969229e-02 6.939981633503464753e-01 -3.094417887142909395e-03
5.204717516899108887e-01 -5.439773201942443848e-01 -1.465235710144042969e+00 6.917698565451401160e-01 3.655508841316424101e-03 -7.218986078396681938e-01 1.741862758696932634e-02 2.490816116333007812e-01 -5.463987588882446289e-01 -1.462111830711364746e+00 7.198189005890117675e-01 -1.892562938098754644e-02 6.938971619004843383e-01 -3.036810110930285821e-03
5.203289985656738281e-01 -5.440486073493957520e-01 -1.467404842376708984e+00 6.916724328414484146e-01 3.531755812484552864e-03 -7.219885045854979033e-01 1.758618969312760946e-02 2.493216097354888916e-01 -5.462835431098937988e-01 -1.462535262107849121e+00 7.198409923803288368e-01 -1.898074359865112998e-02 6.938727405257327785e-01 -3.038559914630870312e-03
5.203595757484436035e-01 -5.439964532852172852e-01 -1.468665242195129395e+00 6.916862199782597420e-01 3.430953271445828529e-03 -7.219788529564304946e-01 1.745919587994067268e-02 2.493360191583633423e-01 -5.459588170051574707e-01 -1.462919950485229492e+00 7.198269785651012498e-01 -1.912324834691573813e-02 6.938819846432351390e-01 -3.336583253317348605e-03
5.207256078720092773e-01 -5.443211793899536133e-01 -1.470351696014404297e+00 6.915180027083455139e-01 3.506469519461902218e-03 -7.221372843848508083e-01 1.755591153254032477e-02 2.490393519401550293e-01 -5.457077026367187500e-01 -1.463896393775939941e+00 7.198309854974220823e-01 -1.916631365909658019e-02 6.938772734181999358e-01 -3.205660493454055762e-03
5.204885601997375488e-01 -5.443757772445678711e-01 -1.473082900047302246e+00 6.916047467306843943e-01 3.516037736186117778e-03 -7.220517094612962650e-01 1.765613215611102835e-02 2.488818168640136719e-01 -5.457102656364440918e-01 -1.466391324996948242e+00 7.198869773584468668e-01 -1.940195224323176121e-02 6.938130170023600884e-01 -3.115234632610310202e-03
5.203620791435241699e-01 -5.443367362022399902e-01 -1.473637461662292480e+00 6.914527542024562212e-01 3.328996555315760688e-03 -7.221958168886475349e-01 1.775210937526838090e-02 2.487846761941909790e-01 -5.456579923629760742e-01 -1.467799305915832520e+00 7.199784495446951427e-01 -1.965791824798955589e-02 6.937101951514477172e-01 -3.270530243875053190e-03
5.204078555107116699e-01 -5.443961620330810547e-01 -1.475780725479125977e+00 6.913457563843874443e-01 3.136126612020685364e-03 -7.222958639986460927e-01 1.788376028410792323e-02 2.486069202423095703e-01 -5.453894734382629395e-01 -1.468039274215698242e+00 7.199586567820089877e-01 -1.981874590613444398e-02 6.937261203225060235e-01 -3.280146063065820204e-03
5.203495025634765625e-01 -5.443858504295349121e-01 -1.476835727691650391e+00 6.913604020688219887e-01 3.200898165767016197e-03 -7.222771790991908691e-01 1.805858356554432970e-02 2.484717071056365967e-01 -5.455693602561950684e-01 -1.469949960708618164e+00 7.198522249714049970e-01 -1.984456228212062509e-02 6.938346096157824716e-01 -3.528551487159902258e-03
5.204333066940307617e-01 -5.443310737609863281e-01 -1.477862477302551270e+00 6.912289832670672762e-01 3.084487291806411405e-03 -7.224017604133878834e-01 1.812718992968641654e-02 2.486360371112823486e-01 -5.456744432449340820e-01 -1.471947431564331055e+00 7.200055416315287449e-01 -1.990859104201161967e-02 6.936736203712747795e-01 -3.534719667996060778e-03
5.202779173851013184e-01 -5.443115830421447754e-01 -1.479196906089782715e+00 6.912464028460169052e-01 3.008269755988590786e-03 -7.223842886479384662e-01 1.817175278025106103e-02 2.490010857582092285e-01 -5.461051464080810547e-01 -1.475876212120056152e+00 7.199867255807205213e-01 -1.995863532181862965e-02 6.936913762225003222e-01 -3.601460397725325235e-03
5.203800797462463379e-01 -5.442834496498107910e-01 -1.480685114860534668e+00 6.912133478476737425e-01 3.007015716520078548e-03 -7.224119788571399248e-01 1.832806085901385676e-02 2.490535825490951538e-01 -5.460484027862548828e-01 -1.477460622787475586e+00 7.199908577422196032e-01 -1.996685557161963914e-02 6.936871466427789734e-01 -3.543433117374759130e-03
5.202671885490417480e-01 -5.441869497299194336e-01 -1.481436014175415039e+00 6.911546463531446083e-01 3.000888059357288782e-03 -7.224687644359660821e-01 1.830472334052129016e-02 2.484856396913528442e-01 -5.459855794906616211e-01 -1.477806925773620605e+00 7.200843602316432390e-01 -1.997369271801735860e-02 6.935896221067656686e-01 -3.596429831293319716e-03
5.204147100448608398e-01 -5.442264080047607422e-01 -1.484194517135620117e+00 6.912349048144591501e-01 3.000038422494497731e-03 -7.223860219855490206e-01 1.853773968700531127e-02 2.485515028238296509e-01 -5.461021661758422852e-01 -1.478935837745666504e+00 7.201137866226231532e-01 -1.974487692890336890e-02 6.935661837772817417e-01 -3.487966474986999715e-03
5.205919146537780762e-01 -5.442519783973693848e-01 -1.485565304756164551e+00 6.913100791308420812e-01 2.886728501366186278e-03 -7.223158101841438139e-01 1.848907286339176309e-02 2.487574666738510132e-01 -5.459970831871032715e-01 -1.480276942253112793e+00 7.201126963705833939e-01 -1.946729067884228268e-02 6.935744556314418219e-01 -3.625701214542139967e-03
5.202795267105102539e-01 -5.442736148834228516e-01 -1.487368702888488770e+00 6.912409408333124450e-01 2.846928407900635016e-03 -7.223853835247344701e-01 1.836137668254420041e-02 2.488495260477066040e-01 -5.459909439086914062e-01 -1.481748700141906738e+00 7.201722239152302807e-01 -1.927645944215630042e-02 6.935177473217049027e-01 -3.669295122629838077e-03
5.200285315513610840e-01 -5.443173050880432129e-01 -1.489095807075500488e+00 6.912605184594201591e-01 2.809548960894962377e-03 -7.223631352016888219e-01 1.850427411065012212e-02 2.489139437675476074e-01 -5.460394024848937988e-01 -1.484189867973327637e+00 7.201227859887811000e-01 -1.928760335582016885e-02 6.935685867913645719e-01 -3.701251214070836165e-03
5.196770429611206055e-01 -5.441823601722717285e-01 -1.489953637123107910e+00 6.912924691777156960e-01 2.761048544180944985e-03 -7.223359995317226723e-01 1.837741074701096031e-02 2.489130198955535889e-01 -5.460399985313415527e-01 -1.484712123870849609e+00 7.202100158788214967e-01 -1.927386967748405053e-02 6.934783352524958033e-01 -3.714845634513149093e-03
5.200151801109313965e-01 -5.443427562713623047e-01 -1.491405963897705078e+00 6.913659533918511402e-01 2.787355115466322308e-03 -7.222640083738732786e-01 1.843819616433933425e-02 2.485012114048004150e-01 -5.459324121475219727e-01 -1.486722946166992188e+00 7.200757813764743220e-01 -1.949553669653580901e-02 6.936115019830061401e-01 -3.716556025770738174e-03
5.207380652427673340e-01 -5.443630218505859375e-01 -1.493748903274536133e+00 6.912107912016555167e-01 2.813341176234781995e-03 -7.224134652168100468e-01 1.839598061205471174e-02 2.486022710800170898e-01 -5.461656451225280762e-01 -1.488818407058715820e+00 7.199990359759748104e-01 -1.945780582548288853e-02 6.936907536043089850e-01 -3.980683034048441635e-03
5.206429362297058105e-01 -5.445502996444702148e-01 -1.495887756347656250e+00 6.911644809241589416e-01 2.544446897005078409e-03 -7.224679921765434498e-01 1.803019504061091280e-02 2.491085231304168701e-01 -5.465009808540344238e-01 -1.493301033973693848e+00 7.200486104472166859e-01 -1.922954923205125177e-02 6.936448356642014312e-01 -4.121588586252904543e-03
5.202243328094482422e-01 -5.446086525917053223e-01 -1.496730446815490723e+00 6.914877331666920979e-01 2.614117996694535501e-03 -7.221551255149454285e-01 1.815959785290442718e-02 2.491982877254486084e-01 -5.466459989547729492e-01 -1.494571208953857422e+00 7.200575550117483958e-01 -1.932071236658406549e-02 6.936326183727068440e-01 -4.187714208272579237e-03
5.199182629585266113e-01 -5.445377826690673828e-01 -1.497267007827758789e+00 6.913233400192833056e-01 2.737611313827907275e-03 -7.223117836748208509e-01 1.817003288840685418e-02 2.497025281190872192e-01 -5.464599132537841797e-01 -1.495852589607238770e+00 7.199082391133668768e-01 -1.909297966448484166e-02 6.937957342409374339e-01 -3.874978143613116467e-03
5.204492211341857910e-01 -5.446224212646484375e-01 -1.500313878059387207e+00 6.912369285034390964e-01 2.621302594790625006e-03 -7.223999025763829795e-01 1.796974776992900369e-02 2.493370175361633301e-01 -5.462350845336914062e-01 -1.495098710060119629e+00 7.201265041678772683e-01 -1.900469074457743213e-02 6.935713169254891231e-01 -3.925130571214767959e-03
5.205604434013366699e-01 -5.447669029235839844e-01 -1.503182053565979004e+00 6.913091199344508775e-01 2.625922516002080626e-03 -7.223325044352896240e-01 1.790167586623821888e-02 2.493348866701126099e-01 -5.462840795516967773e-01 -1.496724247932434082e+00 7.200710709168273160e-01 -1.887652065608996094e-02 6.936330084450696987e-01 -3.805910578686629020e-03
5.208507776260375977e-01 -5.449595451354980469e-01 -1.505128383636474609e+00 6.912654555551982494e-01 2.702023327643034243e-03 -7.223742079355168766e-01 1.789392542419815033e-02 2.493845522403717041e-01 -5.458999276161193848e-01 -1.497617840766906738e+00 7.200792204323021029e-01 -1.906700020613414162e-02 6.936188259385180910e-01 -3.901973301039965945e-03
5.210543274879455566e-01 -5.450820326805114746e-01 -1.507401108741760254e+00 6.912475419949293265e-01 2.753840713062137568e-03 -7.223977784427365600e-01 1.762348479890570377e-02 2.493988424539566040e-01 -5.455910563468933105e-01 -1.496538162231445312e+00 7.201114451006386252e-01 -1.897457591294492846e-02 6.935878695745764100e-01 -3.908329224940602052e-03
5.211477875709533691e-01 -5.451554656028747559e-01 -1.509320139884948730e+00 6.912370511102374770e-01 2.807113390077107737e-03 -7.224084188943235008e-01 1.759151746350999523e-02 2.489608675241470337e-01 -5.454986095428466797e-01 -1.498538017272949219e+00 7.201073239775874768e-01 -1.892018244628828824e-02 6.935937633751351195e-01 -3.883888618371047347e-03
5.215895175933837891e-01 -5.452370047569274902e-01 -1.511113524436950684e+00 6.915698437121978737e-01 2.982285924383299390e-03 -7.220927834527065547e-01 1.744094860503076980e-02 2.482093125581741333e-01 -5.452187061309814453e-01 -1.499781608581542969e+00 7.197017859512327975e-01 -1.890286582081894540e-02 6.940159782594004234e-01 -3.711080264083419043e-03
5.207486152648925781e-01 -5.451073050498962402e-01 -1.511544227600097656e+00 6.916020568699376980e-01 2.978177191957409424e-03 -7.220638901996067061e-01 1.736015532156636593e-02 2.484962940216064453e-01 -5.457101464271545410e-01 -1.503099679946899414e+00 7.198145720710485973e-01 -1.869151603254731731e-02 6.939031976922089839e-01 -3.984740429097058736e-03
5.209716558456420898e-01 -5.452236533164978027e-01 -1.513002634048461914e+00 6.914056984042536991e-01 3.075136736039535759e-03 -7.222555286753777892e-01 1.719238890437842227e-02 2.485736459493637085e-01 -5.455845594406127930e-01 -1.504238486289978027e+00 7.197962349355887524e-01 -1.888300619860001570e-02 6.939176249899922100e-01 -3.879714378036179002e-03
5.213751196861267090e-01 -5.453247427940368652e-01 -1.514577627182006836e+00 6.915084903361999880e-01 3.169177061573203585e-03 -7.221599103146131293e-01 1.705701066418372630e-02 2.488435506820678711e-01 -5.456732511520385742e-01 -1.507040858268737793e+00 7.196685872479172685e-01 -1.863741284295460793e-02 6.940577459258143733e-01 -3.678521747207166501e-03
5.214135050773620605e-01 -5.452828407287597656e-01 -1.516489863395690918e+00 6.913632006362941951e-01 3.187457500506407464e-03 -7.223050981730312348e-01 1.679407848186154767e-02 2.488188296556472778e-01 -5.455824732780456543e-01 -1.508154988288879395e+00 7.196760082217701360e-01 -1.846909431636627533e-02 6.940546266639153750e-01 -3.664912090079392934e-03
5.211188793182373047e-01 -5.452898144721984863e-01 -1.517249107360839844e+00 6.915183481573139446e-01 3.265049503367735417e-03 -7.221597650165316740e-01 1.664076220963833092e-02 2.491196841001510620e-01 -5.458378791809082031e-01 -1.510471343994140625e+00 7.197268206519565892e-01 -1.838256404333707059e-02 6.940046743005376939e-01 -3.578169870793605160e-03
5.211546421051025391e-01 -5.453637242317199707e-01 -1.519164323806762695e+00 6.914905238112519781e-01 3.476682222335482960e-03 -7.221882631554710219e-01 1.651693455972154390e-02 2.491316497325897217e-01 -5.456769466400146484e-01 -1.511430978775024414e+00 7.196258224677994919e-01 -1.808812734168349298e-02 6.941168819779630628e-01 -3.629146224402394431e-03
5.207955241203308105e-01 -5.452582836151123047e-01 -1.520957589149475098e+00 6.914892651942382562e-01 3.318798976555652723e-03 -7.221941461168024379e-01 1.634409621362323609e-02 2.489589601755142212e-01 -5.456429719924926758e-01 -1.512991309165954590e+00 7.195242062885569556e-01 -1.816321645151022096e-02 6.942204601703892974e-01 -3.588882568445200903e-03
5.208576321601867676e-01 -5.453931093215942383e-01 -1.523009777069091797e+00 6.915362156470296062e-01 3.554407464628972762e-03 -7.221482602009080543e-01 1.633472900054403279e-02 2.488284260034561157e-01 -5.459660887718200684e-01 -1.514334082603454590e+00 7.196881608798478824e-01 -1.788024470633502866e-02 6.940583528023058779e-01 -3.488429805687144961e-03
5.209710597991943359e-01 -5.454098582267761230e-01 -1.524390578269958496e+00 6.915153657081939409e-01 3.566281495084161739e-03 -7.221739986900258534e-01 1.607500579878495123e-02 2.488263547420501709e-01 -5.455784797668457031e-01 -1.514235019683837891e+00 7.195178878477461737e-01 -1.761440633138716683e-02 6.942422545848674353e-01 -3.370045129339463950e-03
5.210122466087341309e-01 -5.454635620117187500e-01 -1.525756955146789551e+00 6.915261782876463981e-01 3.615136835579354103e-03 -7.221673613231907041e-01 1.589597961003138757e-02 2.490022480487823486e-01 -5.455049872398376465e-01 -1.515973448753356934e+00 7.195328001332851331e-01 -1.732221989128589559e-02 6.942343692263157617e-01 -3.326286663301919813e-03
5.210883617401123047e-01 -5.454900264739990234e-01 -1.527500033378601074e+00 6.916645545465228695e-01 3.750490324007550377e-03 -7.220377263475501461e-01 1.573241238910039544e-02 2.491135448217391968e-01 -5.455142259597778320e-01 -1.517786622047424316e+00 7.195017391028322162e-01 -1.719522083545548669e-02 6.942701797892933957e-01 -3.226933018650486075e-03
5.210973024368286133e-01 -5.455042719841003418e-01 -1.528606414794921875e+00 6.916944932055864026e-01 3.845713578131067494e-03 -7.220137127818471168e-01 1.549392790192869081e-02 2.489798069000244141e-01 -5.454986691474914551e-01 -1.519590258598327637e+00 7.193923786412723675e-01 -1.705017512509271124e-02 6.943862851331887853e-01 -3.395032986382071592e-03
5.208759307861328125e-01 -5.454611778259277344e-01 -1.529820442199707031e+00 6.917240192502592810e-01 3.877890117579224725e-03 -7.219883224295846613e-01 1.534989537887539342e-02 2.491433918476104736e-01 -5.454586744308471680e-01 -1.520062208175659180e+00 7.192931403573488147e-01 -1.682560202193023047e-02 6.944943719305493035e-01 -3.427313354345697723e-03
5.211414098739624023e-01 -5.453863143920898438e-01 -1.531605243682861328e+00 6.918401333322671265e-01 3.929688757808028760e-03 -7.218804161483686199e-01 1.517798725403507291e-02 2.486891597509384155e-01 -5.451598763465881348e-01 -1.521977663040161133e+00 7.192987518890975318e-01 -1.719411808334738584e-02 6.944797558996445019e-01 -3.383427759817247363e-03
5.211485624313354492e-01 -5.454578995704650879e-01 -1.532404541969299316e+00 6.918241354667062915e-01 4.092494906706108972e-03 -7.218981644490097827e-01 1.501901937667399385e-02 2.487369328737258911e-01 -5.453566312789916992e-01 -1.524710416793823242e+00 7.192021915732893511e-01 -1.700140819237358492e-02 6.945846617789481758e-01 -3.350335991768492710e-03
5.208037495613098145e-01 -5.454367399215698242e-01 -1.533852934837341309e+00 6.917102436381065145e-01 3.953835285211346022e-03 -7.220141616433712883e-01 1.472278681864444549e-02 2.488325238227844238e-01 -5.454988479614257812e-01 -1.527303814888000488e+00 7.192703823894539550e-01 -1.689993046777749433e-02 6.945167396007275729e-01 -3.305174362249232046e-03
5.208449959754943848e-01 -5.455293059349060059e-01 -1.535383582115173340e+00 6.918660375398826279e-01 4.044026967149244416e-03 -7.218656215493278738e-01 1.466195293043130558e-02 2.488680183887481689e-01 -5.456972122192382812e-01 -1.529225587844848633e+00 7.192502561402354111e-01 -1.677886403293555456e-02 6.945416224870788469e-01 -3.066171794181194246e-03
5.209226012229919434e-01 -5.454103350639343262e-01 -1.537177681922912598e+00 6.918880957692499223e-01 4.120491182329731605e-03 -7.218440505760104209e-01 1.466211544550403978e-02 2.487454414367675781e-01 -5.456897020339965820e-01 -1.528490304946899414e+00 7.193125138105861405e-01 -1.665236905726256295e-02 6.944800586691123323e-01 -3.095142932517429106e-03
5.210677981376647949e-01 -5.455387830734252930e-01 -1.539342284202575684e+00 6.921035919180368312e-01 4.005468961613136217e-03 -7.216424393341819288e-01 1.444596740831701788e-02 2.491417080163955688e-01 -5.455327033996582031e-01 -1.530921101570129395e+00 7.190197433291397600e-01 -1.650515073759748971e-02 6.947874575168914157e-01 -2.916447877250027357e-03
5.210446119308471680e-01 -5.456917285919189453e-01 -1.541362881660461426e+00 6.922265792540140961e-01 3.955629310169125196e-03 -7.215273137704946160e-01 1.431680391950019768e-02 2.492689043283462524e-01 -5.456064939498901367e-01 -1.532052040100097656e+00 7.190645931421490999e-01 -1.610190441879654280e-02 6.947509605114662312e-01 -2.804793823809215159e-03
5.213086605072021484e-01 -5.458292365074157715e-01 -1.543607950210571289e+00 6.921745472647634623e-01 4.131565192710372203e-03 -7.215800883525957943e-01 1.412123730525119934e-02 2.491623014211654663e-01 -5.453088283538818359e-01 -1.533347129821777344e+00 7.190149152050381298e-01 -1.594463708535913057e-02 6.948055730989307621e-01 -2.907419312285087609e-03
5.213982462882995605e-01 -5.460091233253479004e-01 -1.545368313789367676e+00 6.922222901012203833e-01 4.139487908871871714e-03 -7.215414283999252998e-01 1.374941866822798966e-02 2.488995194435119629e-01 -5.451422333717346191e-01 -1.534776806831359863e+00 7.190299758659446372e-01 -1.599276483874680077e-02 6.947900872586183496e-01 -2.601352044905909638e-03
5.217875242233276367e-01 -5.460997819900512695e-01 -1.547265172004699707e+00 6.922676625559192054e-01 4.365353709458398047e-03 -7.215006594091747383e-01 1.353321427095676918e-02 2.491266727447509766e-01 -5.451771020889282227e-01 -1.535595417022705078e+00 7.189741594941593261e-01 -1.570671674918964339e-02 6.948544925611102041e-01 -2.570691007455808488e-03
5.217042565345764160e-01 -5.461098551750183105e-01 -1.548736572265625000e+00 6.923523144266520157e-01 4.487882669216355404e-03 -7.214269283072389793e-01 1.308595717418579302e-02 2.488462328910827637e-01 -5.452185273170471191e-01 -1.538074612617492676e+00 7.189471211626992098e-01 -1.511935679642855031e-02 6.948956307003699706e-01 -2.536075557386413982e-03
5.212775468826293945e-01 -5.461641550064086914e-01 -1.549619197845458984e+00 6.923105642020548345e-01 4.554442613555561084e-03 -7.214731248887881199e-01 1.271915563771979646e-02 2.491997778415679932e-01 -5.452784895896911621e-01 -1.540493965148925781e+00 7.188135564733458827e-01 -1.493422536748907972e-02 6.950383708880414346e-01 -2.373171302407544626e-03
5.215155482292175293e-01 -5.461776256561279297e-01 -1.551582813262939453e+00 6.923200386494338110e-01 4.892049943302790790e-03 -7.214633375734800236e-01 1.263351337603687424e-02 2.490674853324890137e-01 -5.453297495841979980e-01 -1.542090296745300293e+00 7.187824378001930192e-01 -1.467033512544108423e-02 6.950760284521452226e-01 -2.416807442936109215e-03
5.216423273086547852e-01 -5.463024377822875977e-01 -1.553332328796386719e+00 6.922962655182218761e-01 4.853194796440964305e-03 -7.214909965384961321e-01 1.236892847290504277e-02 2.491052746772766113e-01 -5.454456806182861328e-01 -1.543624162673950195e+00 7.188716097503290436e-01 -1.449291479558873809e-02 6.949873622409522556e-01 -2.458801652929451000e-03
